tweet_text,emotion_in_tweet_is_directed_at,is_there_an_emotion_directed_at_a_brand_or_product,tweet_length,cleaned_tweet
Watch this @mention #sxsw {link},,No emotion toward brand or product,32,watch this sxsw link
#Google is / isnÛªt launching a social network at #SXSW  {link},,No emotion toward brand or product,64,google is isnt launching a social network at sxsw link
Free brats &amp; cheesesteaks and iPad 2 giveaways at #squarespace at #sxsw! So much to do. So little time and stomach space {link},,No emotion toward brand or product,131,free brats amp cheesesteaks and ipad 2 giveaways at squarespace at sxsw so much to do so little time and stomach space link
Apple'd :s &gt; #sxsw #ipad2 @mention @mention @mention and Austin from Austin's pop up Apple store :))) {link},,No emotion toward brand or product,111,appled s gt sxsw ipad2 and austin from austins pop up apple store link
"Google has &quot;got a lot better&quot; at protecting users' privacy with location-based tools over past 12 months, says Mayer #sxsw",Google,Positive emotion,132,google has quotgot a lot betterquot at protecting users privacy with locationbased tools over past 12 months says mayer sxsw
Up next is &quot;Left Brain Search = Google. Right Brain Search = X&quot;. (Thx to @mention for the vote. :) ) {link} #SXSW,Google,Positive emotion,123,up next is quotleft brain search google right brain search xquot thx to for the vote link sxsw
iTunes has #sxsw music sampler as a free download  {link}  @mention not just about tech! @mention  @mention,,No emotion toward brand or product,107,itunes has sxsw music sampler as a free download link not just about tech
I know its #SXSW time when I have an abnormal amount of app updates on my iPhone.,,No emotion toward brand or product,81,i know its sxsw time when i have an abnormal amount of app updates on my iphone
Google has 9 different location services. Will they be merged? #SXSW,,No emotion toward brand or product,68,google has 9 different location services will they be merged sxsw
iTunes has a #free #SXSW sampler featuring a selection of 23 of this year's performers.  {link},,No emotion toward brand or product,95,itunes has a free sxsw sampler featuring a selection of 23 of this years performers link
Apple does a popup store just for #sxsw {link} #gonnagetanipad2,,No emotion toward brand or product,63,apple does a popup store just for sxsw link gonnagetanipad2
#Apple has a temporary retail store at #SXSW - sweet! #iPad2,Apple,Positive emotion,60,apple has a temporary retail store at sxsw sweet ipad2
Blogger is about due for an update... Google finally takes action and will showcase the new design at #SXSW {link},Google,Positive emotion,114,blogger is about due for an update google finally takes action and will showcase the new design at sxsw link
#sxsw it's absolutely hysterical watching people take photos w an iPad!!,,I can't tell,72,sxsw its absolutely hysterical watching people take photos w an ipad
"2 iPad 2's acquired. In line at 9:30a, store opened at 10. Had iPads within 20 min. Not bad. Way to go Apple #SXSW team!!",Apple,Positive emotion,121,2 ipad 2s acquired in line at 930a store opened at 10 had ipads within 20 min not bad way to go apple sxsw team
No way. Is Apple really manhandling #sxsw like that? RT @mention Smartphone breakdown at #sxsw (unofficÛ_ (cont) {link},Apple,Positive emotion,120,no way is apple really manhandling sxsw like that rt smartphone breakdown at sxsw unoffic cont link
Line wraps around the block and down the street for ipad2s at #SXSW apple popup store. {link},,No emotion toward brand or product,93,line wraps around the block and down the street for ipad2s at sxsw apple popup store link
Dear folks at #SXSW. Got lost? Can use a FREE compass with map built-in? Here's one: {link},,No emotion toward brand or product,91,dear folks at sxsw got lost can use a free compass with map builtin heres one link
Wish I was at #SXSW meeting with everyone in #TeamAndroid and the rest of the Android community. I will be there next year.,Android,Positive emotion,123,wish i was at sxsw meeting with everyone in teamandroid and the rest of the android community i will be there next year
NOV.US was at the Google Party at #SXSW {link},,No emotion toward brand or product,46,novus was at the google party at sxsw link
Google has been collecting data on the types of requests they've been receiving from governments globally - #privacybootcamp #sxsw,,No emotion toward brand or product,130,google has been collecting data on the types of requests theyve been receiving from governments globally privacybootcamp sxsw
iPad 2 has been purchased. It's 90 and sunny.  Tan. 4square. So far so good at #SXSW.,iPad,Positive emotion,85,ipad 2 has been purchased its 90 and sunny tan 4square so far so good at sxsw
"Qrafter is better than all paid or free QR Code apps, because it can not only scan #vCards, it can also download them! #QRCode #iPhone #SXSW",iPad or iPhone App,Positive emotion,140,qrafter is better than all paid or free qr code apps because it can not only scan vcards it can also download them qrcode iphone sxsw
#Google 's Coming Location Dominance at #SXSW | PCMag.com {link},Google,No emotion toward brand or product,64,google s coming location dominance at sxsw pcmagcom link
Most press coverage I've had in my life? Standing in the Apple line... #sxsw,Apple,Positive emotion,76,most press coverage ive had in my life standing in the apple line sxsw
Steve Jobs doesn't position the iPhone as a device made in China where suicide rates are high He sells dreams #Kawasaki #thisisdare #SXSW,iPhone,Negative emotion,137,steve jobs doesnt position the iphone as a device made in china where suicide rates are high he sells dreams kawasaki thisisdare sxsw
Four hours down. Six and a half to go. But the adventure has been worth it.  #apple #SXSW,Apple,Positive emotion,89,four hours down six and a half to go but the adventure has been worth it apple sxsw
Context is everything: Hollrback rolls out Android app on eve of #SXSW | @mention {link},,No emotion toward brand or product,88,context is everything hollrback rolls out android app on eve of sxsw link
Context is everything: Hollrback rolls out Android app on eve of #SXSW | @mention {link} via @mention,,No emotion toward brand or product,101,context is everything hollrback rolls out android app on eve of sxsw link via
Matt Cutts from Google &amp; Duane Forrester from Bing can't stop talking about original quality content. #sxsw #raidsxsw,,No emotion toward brand or product,121,matt cutts from google amp duane forrester from bing cant stop talking about original quality content sxsw raidsxsw
Dispatches from the #iPad 2 front lines {link} #aspengrove #aspengrove #austin #line #sxsw #tx,,No emotion toward brand or product,94,dispatches from the ipad 2 front lines link aspengrove aspengrove austin line sxsw tx
This looks fun. Party Like It's 1986 hosted by Google and the ACLUs of N California and Texas #SXSW,Google,Positive emotion,99,this looks fun party like its 1986 hosted by google and the aclus of n california and texas sxsw
Mindjet is going to #SXSW and to celebrate we are giving away an iPad 2! Find out how to enter here: {link},,No emotion toward brand or product,107,mindjet is going to sxsw and to celebrate we are giving away an ipad 2 find out how to enter here link
"Mindjet is going to #SXSW and we are giving away a bunch of stuff, including an iPad 2. Here's the details: {link}",,No emotion toward brand or product,114,mindjet is going to sxsw and we are giving away a bunch of stuff including an ipad 2 heres the details link
Reid cites Google's Route Around as a good start to realtime/near realtime data {link} @mention #sxsw,Other Google product or service,Positive emotion,101,reid cites googles route around as a good start to realtimenear realtime data link sxsw
&quot;This Google/Bing Q&amp;A panel is like the world's most expensive SEO consultation.&quot; -@mention  #SXSW,Google,Negative emotion,112,quotthis googlebing qampa panel is like the worlds most expensive seo consultationquot sxsw
"iPad users have a slow, resting heart rate. Its a more leisurely use than desktops or phones. #tapworthy #sxsw",iPad,Positive emotion,110,ipad users have a slow resting heart rate its a more leisurely use than desktops or phones tapworthy sxsw
Many folks have asked about my iPhone battery case. Here's the link {link} #sxsw #fb #Li,,No emotion toward brand or product,88,many folks have asked about my iphone battery case heres the link link sxsw fb li
iPad users have slower and more leisurely usage than iPhone users. @mention #tapworthy #sxsw,iPad,Positive emotion,92,ipad users have slower and more leisurely usage than iphone users tapworthy sxsw
Wish I was in #SXSW right now. Lots of action taking place. I am sure it will be fun. Nevertheless google it and you will find tons of news.,,Positive emotion,140,wish i was in sxsw right now lots of action taking place i am sure it will be fun nevertheless google it and you will find tons of news
Google was incapable of doing disruptive innovation- and acquired 89 startups over the last few years @mention #leanstartup #sxsw,Google,Negative emotion,129,google was incapable of doing disruptive innovation and acquired 89 startups over the last few years leanstartup sxsw
Android vs IPhone at  #SXSW which side are you on?,,No emotion toward brand or product,50,android vs iphone at sxsw which side are you on
My friends iphone changed BACK an hour instead of forward. Its AT&amp;T. Any hints on how to fix it?! #SXSW #iphone #help,iPhone,Negative emotion,121,my friends iphone changed back an hour instead of forward its atampt any hints on how to fix it sxsw iphone help
iPhone GPS is messed up. Thinks I'm in Yonkers. Almost as good as #SXSW. {link},iPhone,Negative emotion,79,iphone gps is messed up thinks im in yonkers almost as good as sxsw link
"Okay, this is really it: yay new @mention for #Android app!!!!11 kthxbai. #sxsw",Android App,Positive emotion,79,okay this is really it yay new for android app11 kthxbai sxsw
"&quot;This is the first of 11 shows this week,&quot; says Elliott Frazier of Ringo Deathstarr at Red 7 just now.  Location: {link}  #sxsw",,No emotion toward brand or product,137,quotthis is the first of 11 shows this weekquot says elliott frazier of ringo deathstarr at red 7 just now location link sxsw
Mayer says it makes sense to condense Google's location products &amp; features now that experiments show which ones are successful #SxSW #SUxSW,,No emotion toward brand or product,144,mayer says it makes sense to condense googles location products amp features now that experiments show which ones are successful sxsw suxsw
#SXSW Gets Its Own Apple Store -  {link},Apple,Positive emotion,40,sxsw gets its own apple store link
#Posterous Joins The #SXSW Pile On With #PosterousEvents ForåÊiPhone {link} via @mention -&gt; #tools #photos #apps,,No emotion toward brand or product,115,posterous joins the sxsw pile on with posterousevents foriphone link via gt tools photos apps
#Posterous Joins The #SXSW Pile On With Posterous Events For #iPhone {link},,No emotion toward brand or product,75,posterous joins the sxsw pile on with posterous events for iphone link
#Posterous Joins The #SXSW Pile On With Posterous Events ForåÊ#iPhone {link} via @mention,,No emotion toward brand or product,89,posterous joins the sxsw pile on with posterous events foriphone link via
Ming.ly is launching soon and celebrating by giving away an Apple TV each day! #sxsw #launch {link} via @mention,,Positive emotion,112,mingly is launching soon and celebrating by giving away an apple tv each day sxsw launch link via
"Developers Learn About Mobile Accessibility at #sxsw, Android 3.0 to Include Browser Access #a11y2go {link}",,No emotion toward brand or product,107,developers learn about mobile accessibility at sxsw android 30 to include browser access a11y2go link
The Bus is leaving the Google party and headed to the Power Plant party at 214 w Ave. #SXSW,,No emotion toward brand or product,91,the bus is leaving the google party and headed to the power plant party at 214 w ave sxsw
"15 minutes left in line for the ipad at #sxsw. think i'm gonna bail, my butt's asleep. #notreally",,No emotion toward brand or product,97,15 minutes left in line for the ipad at sxsw think im gonna bail my butts asleep notreally
"With moves like this, it's no wonder Apple stays on top. {link} #sxsw",Apple,Positive emotion,69,with moves like this its no wonder apple stays on top link sxsw
Theophilus London mixing the party from his iPhone. #swag #sxsw,,No emotion toward brand or product,63,theophilus london mixing the party from his iphone swag sxsw
This makes missing #SXSW hurt more. ÛÏ@mention Apple Blog: Apple Opening Temporary iPad 2 Store to Handle SXSW Demand {link},iPad,Positive emotion,125,this makes missing sxsw hurt more apple blog apple opening temporary ipad 2 store to handle sxsw demand link
"WELL, it's not a #SXSW App, but I did just create an Android bookmark so that I can review my onerous schedule with 1 click",,No emotion toward brand or product,123,well its not a sxsw app but i did just create an android bookmark so that i can review my onerous schedule with 1 click
&quot;it's not about affirmative action; having women on the product team [at Google] literally made the product better&quot; @mention #SXSW,,Positive emotion,140,quotits not about affirmative action having women on the product team at google literally made the product betterquot sxsw
"#Google is not coming out with a social network at #SXSW. Doesn't mean they're not working on something, though. #technews",,No emotion toward brand or product,122,google is not coming out with a social network at sxsw doesnt mean theyre not working on something though technews
"Google has now officially denied that Circles will launch at #SXSW, but not that it exists! {link} (cont) {link}",,No emotion toward brand or product,112,google has now officially denied that circles will launch at sxsw but not that it exists link cont link
"So jealous of @mention who is at the team #android event at #sxsw #androidsxsw. Get some swag, girl!!!!!",Android,Positive emotion,104,so jealous of who is at the team android event at sxsw androidsxsw get some swag girl
Regardless of keyword - Google thinks local. #mobilesearch #SXSW #SXSWi,,I can't tell,71,regardless of keyword google thinks local mobilesearch sxsw sxswi
#iPad goes on sale Friday -- same day #SXSW starts. Wonder how many SXSW attendees will spend Friday AM standing in line. #gsdm,iPad,No emotion toward brand or product,127,ipad goes on sale friday same day sxsw starts wonder how many sxsw attendees will spend friday am standing in line gsdm
iPad2 goes on sale on first day of #sxsw in #atx tomorrow; is Apple sending a lorry load to Austin? Riots may ensue.,Apple,Positive emotion,116,ipad2 goes on sale on first day of sxsw in atx tomorrow is apple sending a lorry load to austin riots may ensue
Any movies one recommends to put on my iPad for the flight(s) home tomorrow? #lazyweb #sxsw,iPad,Positive emotion,91,any movies one recommends to put on my ipad for the flights home tomorrow lazyweb sxsw
"ha, that's one way to track your contacts RT @mention W @mention and john android #sxsw @mention {link}",,No emotion toward brand or product,103,ha thats one way to track your contacts rt w and john android sxsw link
"check this out {link} - cool geo-location app for #iPhone, mixing music and parties at #SXSW with #maps I'm going next year...",iPad or iPhone App,Positive emotion,126,check this out link cool geolocation app for iphone mixing music and parties at sxsw with maps im going next year
Mayer Maps Out Google's Coming Location Dominance at #SXSW {link} via @mention,,No emotion toward brand or product,78,mayer maps out googles coming location dominance at sxsw link via
Mayer Maps Out Google's Coming Location Dominance at #SXSW | @mention {link},,No emotion toward brand or product,76,mayer maps out googles coming location dominance at sxsw link
Mayer Maps Out Google's Coming Location Dominance at #SXSW | @mention {link} via @mention,,No emotion toward brand or product,89,mayer maps out googles coming location dominance at sxsw link via
"Tomorrow's panel on #CSS panel features folks from Opera, Chrome, IE, Mozilla and W3C. Apple is downstairs selling iPads. Ahem. #sxsw #apple",,No emotion toward brand or product,140,tomorrows panel on css panel features folks from opera chrome ie mozilla and w3c apple is downstairs selling ipads ahem sxsw apple
Apple does pop up store at #sxsw. {link},,No emotion toward brand or product,40,apple does pop up store at sxsw link
Apple puts popup store at #SXSW to hawk iPad 2.  Think they'll sell one or two?  {link},iPad,Positive emotion,87,apple puts popup store at sxsw to hawk ipad 2 think theyll sell one or two link
YouTube is second largest search engine (globally) after Google says @mention #discotalk #sxsw,Google,Positive emotion,94,youtube is second largest search engine globally after google says discotalk sxsw
"#Apple has set up a temporary Apple Store in #Austin, TX for #SXSW {link} #applestore #applestore",,No emotion toward brand or product,97,apple has set up a temporary apple store in austin tx for sxsw link applestore applestore
Wish I was still there. SXSW: Featured Artists - {link} #iTunes #sxsw #free,,No emotion toward brand or product,75,wish i was still there sxsw featured artists link itunes sxsw free
Maybe this strange Google logo from last autumn was an obscure hint about Google Circles {link} #sxsw,,No emotion toward brand or product,101,maybe this strange google logo from last autumn was an obscure hint about google circles link sxsw
So where's the apple store in Austin for #SXSW?,,No emotion toward brand or product,47,so wheres the apple store in austin for sxsw
Who thinks the Apple Store in downtown Austin for #sxsw outsold all other Apple stores this week?,,No emotion toward brand or product,97,who thinks the apple store in downtown austin for sxsw outsold all other apple stores this week
"Groupon is the darling child of #SXSW - Google, Facebook, Loopt, SCVNGR all want a piece. {link} Is imitation still flattery?",,No emotion toward brand or product,125,groupon is the darling child of sxsw google facebook loopt scvngr all want a piece link is imitation still flattery
"So, here's the latest game I worked on for iPhone/iPod - {link} - Hobo with a Shotgun! Made w/@mention #sxsw @mention",iPad or iPhone App,Positive emotion,117,so heres the latest game i worked on for iphoneipod link hobo with a shotgun made w sxsw
How bad is the line @mention the temporary apple store at #sxsw? #ipad2,,No emotion toward brand or product,71,how bad is the line the temporary apple store at sxsw ipad2
This marks the third time someone had asked me to watch their iPad at #SxSW while they hit the restroomi. Guess I look trustworhy.,,No emotion toward brand or product,130,this marks the third time someone had asked me to watch their ipad at sxsw while they hit the restroomi guess i look trustworhy
"#SXSW does the world really needs Google Circles, Fb will just implement it eventually",Other Google product or service,Negative emotion,86,sxsw does the world really needs google circles fb will just implement it eventually
At an 80's theem Google party and Spazmatic is kill'n the stage!! HOOOOOOOoOoOOOo!!!! #SXSW,Google,Positive emotion,91,at an 80s theem google party and spazmatic is killn the stage hoooooooooooooo sxsw
"Big thanks to @mention for fast tracking a #SXSW app. From idea, to design, code, test, submit &amp; release in 3 days :)",,No emotion toward brand or product,121,big thanks to for fast tracking a sxsw app from idea to design code test submit amp release in 3 days
"Tweet this to register for exclusive passes to events, parties + iPad 2 during #SXSW - &quot;Give me liberty and/or a free #sxswpass - please RT",iPad,Positive emotion,144,tweet this to register for exclusive passes to events parties ipad 2 during sxsw quotgive me liberty andor a free sxswpass please rt
"Tweet this to register for exclusive passes to events, parties + iPad 2 during #SXSW - &quot;Give me liberty and/or a free #sxswpass - please RT&quot;",,No emotion toward brand or product,150,tweet this to register for exclusive passes to events parties ipad 2 during sxsw quotgive me liberty andor a free sxswpass please rtquot
Apple gets to the core of #SXSW with it's pop up experiential shops #XM #Events {link},Apple,Positive emotion,86,apple gets to the core of sxsw with its pop up experiential shops xm events link
"#Companies to watch, from the #SXSW trade show floor {link} #apps #features #hardware #ipad #iphone",,No emotion toward brand or product,99,companies to watch from the sxsw trade show floor link apps features hardware ipad iphone
#Social Is Too Important For #Google To Screw Up With A Big Launch Circus {link} via @mention #SXSW,,No emotion toward brand or product,99,social is too important for google to screw up with a big launch circus link via sxsw
"Austin has two Apple Stores, actually. RT @mention @mention Brian - Austin doesn't have an Apple store but they built a pop up one for #SXSW",Apple,No emotion toward brand or product,140,austin has two apple stores actually rt brian austin doesnt have an apple store but they built a pop up one for sxsw
"Apple sets up 5,000-square-foot temporary store at #SXSW to sell new iPads, test potentialÛ_ {link} #socialmedia #ipad",,No emotion toward brand or product,119,apple sets up 5000squarefoot temporary store at sxsw to sell new ipads test potential link socialmedia ipad
Apple sets up 5000 sqft store at #SXSW to sell #iPad2 {link},,No emotion toward brand or product,60,apple sets up 5000 sqft store at sxsw to sell ipad2 link
Apple puts up a pop up store for #SXSW folks - awesome marketing {link} now where their audience is....,Apple,Positive emotion,103,apple puts up a pop up store for sxsw folks awesome marketing link now where their audience is
Apple sets up a temporary store for South by Southwest on iPad2 launch day. {link} #sxsw,,No emotion toward brand or product,88,apple sets up a temporary store for south by southwest on ipad2 launch day link sxsw
Two thumbs up for #Popplet. Nice mind mapping app for the ipad and great for taking notes at #sxsw.,iPad or iPhone App,Positive emotion,99,two thumbs up for popplet nice mind mapping app for the ipad and great for taking notes at sxsw
Apple sets up temporary Austin store to serve the hordes of iPad 2 purchasers at #sxsw {link},iPad,Positive emotion,93,apple sets up temporary austin store to serve the hordes of ipad 2 purchasers at sxsw link
Apple Sets Up Temporary Megastore at SXSW by Nicholas Jackson - The Atlantic (blog) {link} #SXSW,,No emotion toward brand or product,96,apple sets up temporary megastore at sxsw by nicholas jackson the atlantic blog link sxsw
AmEx Teams Up With Foursquare {link} #GPS #SXSW #Social #commerce #credit #app #android #iphone #blackberry #viral #media,,No emotion toward brand or product,121,amex teams up with foursquare link gps sxsw social commerce credit app android iphone blackberry viral media
recommends using google voice to separate work from life #evolvingworkplace #sxsw,,Positive emotion,81,recommends using google voice to separate work from life evolvingworkplace sxsw
wish I was with @mention listening to google's Marissa Mayer discuss new products including google hotpot - watch out yelp! #SXSW,Google,Positive emotion,129,wish i was with listening to googles marissa mayer discuss new products including google hotpot watch out yelp sxsw
Good times with mashable  and the with google and the ACLU. Awesome #sxsw,Google,Positive emotion,73,good times with mashable and the with google and the aclu awesome sxsw
"&quot;This year's attendance exceeds last year's 13,000, the Apple pop-up store is 'flooded ...&quot; {link} via @mention #sxsw",,No emotion toward brand or product,127,quotthis years attendance exceeds last years 13000 the apple popup store is flooded quot link via sxsw
Don't miss your chance to win RT @mention Going to #SXSW? Come by the #EMC Consulting booth for your chance to win an iPad 2! @mention,,No emotion toward brand or product,134,dont miss your chance to win rt going to sxsw come by the emc consulting booth for your chance to win an ipad 2
"Epicurious, flipboard, CNN, wired, and MOMA as examples of good iPad design #SXSW  {link}",iPad or iPhone App,Positive emotion,89,epicurious flipboard cnn wired and moma as examples of good ipad design sxsw link
"Developers, investors the market segment for iPad apps for those with disabilities is huge $220 billion in spending power #POURsite #sxsw",,No emotion toward brand or product,137,developers investors the market segment for ipad apps for those with disabilities is huge 220 billion in spending power poursite sxsw
#SXSW News: Apple is getting into the music business? New device called an &quot;iPod&quot;. Like a compact disc player without the disk.,,No emotion toward brand or product,137,sxsw news apple is getting into the music business new device called an quotipodquot like a compact disc player without the disk
"#sxsw news: Google to Launch Major New Social Network Called Circles, Possibly Today {link}",Other Google product or service,Positive emotion,91,sxsw news google to launch major new social network called circles possibly today link
UberGenius: Uber Is Taking Control of SXSW Pedicabs {link} #iPhone #LIVESTRONG #NewYorkCity #SanFrancisco #SXSW,,No emotion toward brand or product,111,ubergenius uber is taking control of sxsw pedicabs link iphone livestrong newyorkcity sanfrancisco sxsw
"#SXSW News: Yahoo.com is loosing search traffic to new site, Google.com. Doubt it will last tho w/ that weird name.",,No emotion toward brand or product,115,sxsw news yahoocom is loosing search traffic to new site googlecom doubt it will last tho w that weird name
Egads guys:get ahold of yourselves.Seems like a lot of men in BallroomD have a crush on @mention or was your ?really about Google?#SXSW,,No emotion toward brand or product,135,egads guysget ahold of yourselvesseems like a lot of men in ballroomd have a crush on or was your really about googlesxsw
hey tweeps! {link} -- a web industry party calendar u can put on ur iphone or ical &amp; keep track of what's goin on at #SXSW,iPad or iPhone App,Positive emotion,126,hey tweeps link a web industry party calendar u can put on ur iphone or ical amp keep track of whats goin on at sxsw
hey tweeps! a web industry party calendar u can put on ur iphone or ical &amp; keep track of what's goin on at #SXSW {link},iPad or iPhone App,Positive emotion,123,hey tweeps a web industry party calendar u can put on ur iphone or ical amp keep track of whats goin on at sxsw link
Here it is! Join actsofsharing.com and starting tonight the person with the most friends in their city by end of #SXSW wins an iPad 2!!!,,No emotion toward brand or product,136,here it is join actsofsharingcom and starting tonight the person with the most friends in their city by end of sxsw wins an ipad 2
Here it is! My #sxsw itinerary. All of these events are free and don't require band/badge. {link} Enjoy the fest :),,No emotion toward brand or product,115,here it is my sxsw itinerary all of these events are free and dont require bandbadge link enjoy the fest
So jealous! RT @mention Met the team that set up the #sxsw Apple store - set up whole place from nothing in 3 days. Great work!,Apple,Positive emotion,127,so jealous rt met the team that set up the sxsw apple store set up whole place from nothing in 3 days great work
"Thank Zeus. He promises not to say gamification: Steve Krug (iPad user) Explains It All for You.
{link} #SXSW #skrugSXSW",,No emotion toward brand or product,120,thank zeus he promises not to say gamification steve krug ipad user explains it all for you link sxsw skrugsxsw
"Apple fans. It looks like there will be a 3rd Apple store opening up in Austin for #SxSW if those are full, u can go2 1 of 4 in San Antonio.",,No emotion toward brand or product,140,apple fans it looks like there will be a 3rd apple store opening up in austin for sxsw if those are full u can go2 1 of 4 in san antonio
Robot wars. Steampunk time machines. Mystery boxes of electronics. Awesome Austin tacos. Super Happy Dev House + Google win #sxsw.,Google,Positive emotion,130,robot wars steampunk time machines mystery boxes of electronics awesome austin tacos super happy dev house google win sxsw
#SXSW News... ÛÏ@mention Social Is Too Important For Google To Screw Up A Big Launch Circus {link} by @mention #in,,No emotion toward brand or product,115,sxsw news social is too important for google to screw up a big launch circus link by in
See Vanessa at the Mophie booth 1406 for iPad/iPhone backup battery. Life saver! #SXSW,,No emotion toward brand or product,86,see vanessa at the mophie booth 1406 for ipadiphone backup battery life saver sxsw
Hey Marissa Mayer. Please tell us something new. Not about products Google launched months ago. #sxsw,Google,Negative emotion,101,hey marissa mayer please tell us something new not about products google launched months ago sxsw
"Hey Marissa, Bill Cosby called. He wants his sweater back. #sxsw #google {link}",,No emotion toward brand or product,79,hey marissa bill cosby called he wants his sweater back sxsw google link
"@mention safe travels, friend. And let me know what you think of the temporary Apple store at #sxsw",,No emotion toward brand or product,99,safe travels friend and let me know what you think of the temporary apple store at sxsw
Group messaging is hot right now - lots of buzz bc of #SXSW. Grt articles on @mention abt HeyWire {link} &amp; {link},,No emotion toward brand or product,117,group messaging is hot right now lots of buzz bc of sxsw grt articles on abt heywire link amp link
"@mention san, listen in to what others are saying as it happens with #iHearNetwork for Android at #sxsw. yoroshiku onegai itashimasu!",,No emotion toward brand or product,133,san listen in to what others are saying as it happens with ihearnetwork for android at sxsw yoroshiku onegai itashimasu
"Jadi penasaran RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw",,No emotion toward brand or product,112,jadi penasaran rt google to launch major new social network called circles possibly today link sxsw
"@mention saw a dude taking pictures with an iPad 2. Not gonna lie, it was seta amazing to see a &quot;camera&quot; w/ a screen that size. #sxsw",iPad,Positive emotion,143,saw a dude taking pictures with an ipad 2 not gonna lie it was seta amazing to see a quotcameraquot w a screen that size sxsw
@mention saw a man drop his iphone in a gutter last year. #SXSW,,No emotion toward brand or product,63,saw a man drop his iphone in a gutter last year sxsw
@mention Saw u r going to #SXSW? Download #GroundLink app &amp; ride in limo for $10 in Austin {link} see us booth 437,,No emotion toward brand or product,118,saw u r going to sxsw download groundlink app amp ride in limo for 10 in austin link see us booth 437
@mention Saw u r going to #SXSW. Dwnld #GroundLink app &amp; ride for $10 from Austin airport i{link} see us booth 437,,No emotion toward brand or product,118,saw u r going to sxsw dwnld groundlink app amp ride for 10 from austin airport ilink see us booth 437
@mention Saw u r going to #SXSW. Dwnld #GroundLink app &amp; ride for $10 in Austin during SXSWi {link} see us booth 437,,No emotion toward brand or product,120,saw u r going to sxsw dwnld groundlink app amp ride for 10 in austin during sxswi link see us booth 437
@mention Saw u r going to #SXSW. Dwnld #GroundLink app &amp; ride for $10 in Austin during SXSWi{link} see us booth 437,,No emotion toward brand or product,119,saw u r going to sxsw dwnld groundlink app amp ride for 10 in austin during sxswilink see us booth 437
"@mention saw ur article about Group Texting. Check out Smyle. Both Android and web #apps. Features Group chat, whiteboard, and more. #SXSW",,No emotion toward brand or product,138,saw ur article about group texting check out smyle both android and web apps features group chat whiteboard and more sxsw
"@mention Saw you awesome educational iPhone music app tunehopper.  Good
Luck. #sxsw",iPad or iPhone App,Positive emotion,83,saw you awesome educational iphone music app tunehopper good luck sxsw
@mention says Google likely launching new social site today called Circles. will make influencers harder to distinguish. #sxswi #sxsw,,No emotion toward brand or product,133,says google likely launching new social site today called circles will make influencers harder to distinguish sxswi sxsw
@mention says she feels sexier when she uses an @mention product:-) #sxsw-influence,,No emotion toward brand or product,83,says she feels sexier when she uses an product sxswinfluence
"@mention says that foursquare is moving FullSteam ahead being a Recommendation Engine, to compete with Google and FB. #checkins #sxsw #sxswi",,No emotion toward brand or product,140,says that foursquare is moving fullsteam ahead being a recommendation engine to compete with google and fb checkins sxsw sxswi
My #SXSW schedule so far: {link},,No emotion toward brand or product,32,my sxsw schedule so far link
My small screen debut. #Monster #ipad #jobsearch app video for #SXSW video wall {link},,No emotion toward brand or product,86,my small screen debut monster ipad jobsearch app video for sxsw video wall link
Anyone else having issues with gmail and using google services? #SXSW.,Google,Negative emotion,70,anyone else having issues with gmail and using google services sxsw
Anyone else having trouble synching your schedule with the android sxsw go app? #sxsw,Android App,Negative emotion,85,anyone else having trouble synching your schedule with the android sxsw go app sxsw
Anyone else headed to Austin for #SXSW for the popup-store launch by Apple of the #iPad2 THIS Friday? Gonna miss @mention this year.,Apple,Positive emotion,132,anyone else headed to austin for sxsw for the popupstore launch by apple of the ipad2 this friday gonna miss this year
"#socialmuse only on #Android available, genius lookalike, no music listening #appcircus #sxsw",Android App,Positive emotion,93,socialmuse only on android available genius lookalike no music listening appcircus sxsw
"In response to Apple's #sxsw pop-up store, I'm hearing rumors of a @mention or @mention pop-up near Perimeter Mall #knowyouraudience",,No emotion toward brand or product,132,in response to apples sxsw popup store im hearing rumors of a or popup near perimeter mall knowyouraudience
I still use Tweetie for Mac &amp; I'm running Leopard. I'll be a pariah at #SXSW! I wish I at least had an Android! SOMETHING TO MAKE ME COOL.,Android,Positive emotion,142,i still use tweetie for mac amp im running leopard ill be a pariah at sxsw i wish i at least had an android something to make me cool
"&quot;Those who are use to strict designing rules for the iPhone, you need to relax when designing for the Android&quot;- @mention #uxamandroid #SXSW",,No emotion toward brand or product,149,quotthose who are use to strict designing rules for the iphone you need to relax when designing for the androidquot uxamandroid sxsw
Anyone else with an iPhone getting the &quot;could not activate cellular data network&quot; error message? Is this a warning of #sxsw things to come?,iPhone,Negative emotion,149,anyone else with an iphone getting the quotcould not activate cellular data networkquot error message is this a warning of sxsw things to come
"No surprise, consumerization of IT makes its way into conversation of cloud adoption - and Apple's UI influence on enterprise #cloud #sxsw",Apple,Positive emotion,138,no surprise consumerization of it makes its way into conversation of cloud adoption and apples ui influence on enterprise cloud sxsw
"No surprise, the line for the Google &amp; Bing Q&amp;A is wrapped through the Austin Hilton. What would you ask, @mention #SXSW",,No emotion toward brand or product,128,no surprise the line for the google amp bing qampa is wrapped through the austin hilton what would you ask sxsw
